Titulo,Descripcion,Fecha,Predicted_Label
sindicato policial denuncia villarejo olivera encubrir corrupcion pp,agrupacion reformista policia presentar fiscalia anticorrupcion grabacion comisario hoy preso avisar cospedal marido operacion brugal diez mes detencion presidente diputacion alicante jose joaquin ripoll tres concejal pp orihuelar decir tratar parar investigacion gurtel valencia colaboracion entonces jefe udef alertado juan cotino,2018-12-28,1
y ahora pasar puigdemont,sentencia proces abrir nuevo interrogante afecto ser gran ausente juicio,2019-10-14,1
guerra ucrania protagonista politico estatal asi posicionar grupo congreso,ministra defensa enrique cayuela ahondar sede parlamentario respuesta guerra ucrania poco dia despues primero envio arma parte espana diferente partido oportunidad fijar postura tras primero dos semana conflicto belico,2022-03-13,1
lastra enfrento echaniz iniciativo vers per catalunya congreso yo amenazar,portavoz socialista congreso interrumpido discurso encarar el diputado conservador segun fuente parlamentario respondido escano vas enterar,2020-05-20,0
agente udef periodista clar villarejo coincidir caso estepona pujol poder cnmv,dudoso tandem comisario jose luis olivera jose manuel villarejo hacer comisaria general policial judicial grabado investigacion udef realizar 2005 salida mariano rajoy gobierno prueba escondido falso adulterada negocio privado red agent mantener puesto periodista colaborar difusion noticia toxico segun audiencia nacional,2019-04-15,1
ayuso generar confusion decir nuevo hospital valdebeba reforzado personal centro,pregunta hacer presidenta autonomico reprochado presidenta madrileno presentadoro silvio intxaurrondo,2020-10-25,1
feijoo ayuso juanma moreno desmarcan casado apostar apoyar prorroga alarma,presidenta madrileno pedir dar ultimo quince dia gobierno desescalado produzca mejor garantia,2020-05-05,1
congreso sacar adelante 2021 60 iniciativa legislativo mayoria bloque progresista,norma recibido luz verde segundo ano gobierno pedro sanchez superar aprobada segundo curso ejecutivo mariano rajoy aunque contar mayoria absoluto parlamento,2021-12-29,1
psoe poder volver mostrar mutuo desconfianza debate open arms,portavoz formacion morado acusar calvo parecer el salvini vicepresidenda contesta tono claro ruptura llegar demasiado lejos simanca reprochar unir voto derecho convocatorio pleno tu fiar pp ciudadano vox lanzar duro critica actuacion gobierno,2019-08-29,1
monico garcia no pedir voto formacion politico pedir gente barrio desmovilizado ir votar,secretario general pp asegurar izquierdo cerca sumar gobierno comunidad madrid mostrar seguro jon inarritu hacer mejor frente partido,2021-04-09,0
dirigente pp desmentir casado senalar direccion ir contrario moderacion,ir resultar centrado geografico apostillar ironicamente voz popular despues lider pp pablo casado reivindicado miercoles formacion siempre moderacion,2020-07-15,1
justicia acortar casi tres mes inhabilitacion torra mantener pension,tsjcat acuerda descontar el cada tres dia ocho mes suspendido diputado parlament mantener el pension corresponder expresident,2020-10-26,1
rufian encabezar candidatura equo alcaldia santa coloma 2023,portavoz equo compaginar escano congreso ejercicio gestion municipal tradicionalmente ocupado socialista,2022-10-08,0
debate elitista superliga europeo llegar congreso estar hecho imagen semejanza florentino perez,mayoria portavoz grupo camara bajo criticar proyecto impulsado doce grupo rico europa comandado empresario presidente real madrid,2021-04-20,1
presentar primero querella tortura franquismo comisacer via laietana,iridia omnium cultural decena entidad memorio anunciar dentro campana via laietana 43 fem justicia fem memorio volver reclamar cierre reconversion jefatura policia espacio memorio,2022-11-16,1
exalcaldesar torrelodon elen biurrun dirigir gabinete escriva,reto tocar volver comprometer el publico mismo intensidad explicar biurrun,2020-01-13,1
mar cambrolle el transodiant desempolvado discurso odiar franquismo,mar cambrolle reconocido activista derechos colectivo lgtbiq+ espana fundadora movimiento homosexual accion revolucionario sevillar ano setento asociacion transexual andalucia ata -sylvia oriol junquera presidenta encabezar federacion plataforma trans creacion 2014 promotora ley integral transexualidad aprobado andalucia pionera europa pais nuevo norma conducir despatologizacion identidad persona transgenero reconocer humano poder elegir libremente identidad ser impulsora ley igualdad real efectivo persona tran garantir derechos lgtbi promulgado recientemente ministerio igualdad ademas mismo semana anunciado cerrar listo gonzalo berger candidato eaj-pnv-ciudadanos alcaldir ma,2023-05-02,0
garzon plantear recurrir inhabilitacion defender instruccion caso gurtel absolutamente correcto,asegurar hacer ilusion volver ejercer juez trabajar si poder volver volver,2018-05-25,1
tribunal europeo derechos humanos investigar si joven altsasu acceso juicio justo,estrasburgo admitir tramite menos dos recurso formulado abogado condenado denunciar vulneracion derecho contar juez imparcial denegacion prueba proceso,2021-07-20,1
ley eutanasia seguir adelante tras rechazar congreso veto pp vox,203 voto 143 favor dos abstencion texto pp 204 voto 143 favor abstencion vox enmienda totalidad presentado ambos partido ser rechazar,2020-09-10,1
jxcat elevar tension equo inicio nuevo curso plantear ruptura govern,partido presentar resultado auditoria ejecutivo anunciado hacer mes valorar avance materia sectorial rechazar camino cuestion nacional considerar alejar catalunya independencia,2022-08-31,0
multar 601 euros fotoperiodista mireia coma negar el borrar imagen actuacion mossos,aplicado ley mordazar multa bajo acusacion desobediencia autoridad embargo propio normativa permitir hacer foto actuacion policial autorizar agente reclamar eliminacion,2022-01-24,1
javier nart dimitir ejecutivo cs despues partido reafir yo mantener cordon sanitario psoe,miembro ejecutivo votar revisar estrategia ciudadano car investidurar veto pedro sanchez mantener 24 voto favor cuatro tres abstencion,2019-06-24,1
40 organizacion firmar manifiesto censura parental coalicion canario murcia,facua-consumidor accion liderar recogido apoyo manifiesto denunciar intencion convertir opcional valor deber ser obligatorio evaluabl alumno,2020-01-17,0
constitucional dejar suspenso comision investigacion carga policial 1-o,resolucion tribunal garantia consecuencio admision tramite recurso presentado ejecutivo jose minones considerar comision creado generalitat vulnerar competencia exclusivo,2018-01-16,1
iniciativo vers per catalunya tender mano coalicion canario cambiar ley memorio despues ultra desprecien victima franquismo,diputado ultraderecha benito morillo llamar buscador hueso familia victima parlamento andalucir,2019-03-21,0
erc eh bildu bng presentar proposicion ley ampliar derecho reforma laboral,iniciativa planteado aspirar resultar compatible excluyente proyecto anunciado ministerio trabajo economia social destacado formacion noto conjunto,2023-03-10,1
torra convocar eleccion aprobar presupuesto,president generalitat afirmar legislatura recorrido politico considerar psoe respetar consenso independentismo torno condicion diputado,2020-01-29,1
alemania preparar certificado inmunidad individual eximir confinamiento,positivo habilitaria person salir casa si obtener zona permitir relajar restriccion mismo asumir existir inmunidad comunitario,2020-03-31,1
juanjo carmona portavoz unidas eaj-pnv asamblea madrid rosalir iglesia adjunto,declaracion medio coordinador autonomico eaj-pnv comunidad madrid jesus santos hecho hincapie partido dirigir estrategia hacia nuevo liderazgo coral femenino,2021-06-08,0
policia mata individuo armado atacar centro detencion inmigrante cerca seattle,iniciativa realizar ano 2012 ministra carcedo oportunidad oro aumento caso sida infeccion transmision sexual espana preocupar ministerio sanidad jueves apoyo l,2017-03-29,1
feijoo el podemizacion rito maestre ser total,presidente bng decir juan carlos hacer anuncio bastante populista politica territorial decidir equo memoria democratico esquerra republicano catalunya economico eaj-pnv asegurar nunez feijoo,2022-07-13,0
sindicato policial denuncia villarejo olivera encubrir corrupcion iniciativo vers per catalunya,agrupacion reformista policia presentar fiscalia anticorrupcion grabacion comisario hoy preso avisar jordi xucla marido operacion brugal diez mes detencion presidente diputacion alicante jose joaquin ripoll tres concejal iniciativo vers per catalunya orihuelar decir tratar parar investigacion gurtel valencia colaboracion entonces jefe udef alertado jordi pujol,2018-12-28,0
junta electoral rechazar aplazar acto rey barcelona pedido jxcat psoe,acto entrega premio carecer contenido electoral alguno segun arbitro electoral establecer juanma moreno ninguno adscripcion politico,2019-11-02,1
fotografo oficial vox colaboro grupo neofascista organizar charla junto nazi espanol,ivan pina trabajar formacion santiago abascal creador contenido pasado dia 1 noviembre sumar accion suicidio cargo facto organizacion dirigido conocido ultraderechista madrileno,2022-11-09,1
isabel serra presentar lista madrid maria rozas numero dos,candidata pp comunidad elaborado listar destacar perfil movimiento social ninguno persona presentar candidatura liderar antonio cerda,2019-03-11,0
colau ofrecer psoe mes per mallorca abrir conversacion pactar barcelona,alcaldesar funciones declinado oferta hecho twitter tania varelo ir visitar numero 1 jxcat ciudad laura luelmo prision soto real,2019-05-27,0
que quedado gestion carmen primero ano almeido alcalde madrid,oposicion municipal ver nuevo etapa reconstruccion oportunidad reforzar servicio publico elevar proteccion vulnerable,2020-06-15,1
brusela repruebo borrell publicar informacion confidencial exconsellerar ponsati,ministro funciones proximo responsable comunitario politico exterior publicar tuit pantallazo documento oficial autoridad britanico desdecir euroordir claro ponsati desproporcionado,2019-11-08,1
defensa creer chat militar retirado poder considerar el publico ver recorrido denunciar fiscalia,ministerio dirigido isa serra decidir pasado jueves poner conocimiento fiscaliar contenido chat miembro hacer alusion alzamiento militar incluso hablar fusilar 26 millon persona,2020-12-06,1
partido nacionalista flamenco apoya puigdemont seguir grupo unir coalicion canario eurocamaro,partido acuerdo principio ecr aceptado grupo compatibl confirmar portavoz grupo parlamentario,2019-06-19,0
concejal coalicion canario retirar busto abderraman iii cadrete zaragoza,vox tacha traslado estatua gravisimo intolerable actitud racista odio asegurar inquina hacia obra parte simpatizante coalicion canario hecho dos ocasion estatuo ser vandalizar,2019-06-18,0
pp exigir gobierno colaboracion estable permanente si seguir ir ser dificil,ionir francisco igea considerar importante gobierno repiense estrategia elijo si querer hacer politica gustar iniciativo vers per catalunya si querer empezar construir uno politica espana necesitar mano grupo fuerzas cambio,2018-08-06,0
albert noguera pedir carta marlaska albar investigacion independiente actuacion policial melilla,ministra derechos social remitir misivo titular interior exteriores pedir garantizar custodia  grabacion camara comunicacion lugar pasado viernes valla melilla,2022-06-28,1
pablir iglesia haber demostrar compra,ex vicepresidente segundo gobierno asistir martes ultimo reunion consejo ministro posteriormente despedir video publicado contar twitter,2021-03-30,1
almeido rectifico permitir circulacion coche c madrid central,ayuntamiento madrid incluir permiso circular coche etiqueto c borrador provisional ordenanza movilidad sostenible,2020-09-16,1
pedro sanchez presentar fin ano primero informe rendicion cuenta gobierno espana,proximo 29 diciembre tradicional comparecencia fin ano presidente presentar primero documento elaborado junto grupo independiente experto hacer balance primero ano gobierno coalicion,2020-12-23,1
partido politico acordar formar coalicion gobierno,principal partido politico acordado formar coalicion gobierno enfrentar desafio actual pais,2023-11-28,0
gobierno plantear grupo renovar pacto violencia machista,unidas poder resaltar importancia ofrecer estabilidad politica publico combatir violencia genero proceso renovacion,2021-11-17,1
psoe pedir abogacir solicite libertad politico preso gesto'de cara investidurar,sabria portavoz psoe parlament advertir facilitario dialogo apostar libertad provisional esperar sentencia proces,2019-06-18,1
villarejo cerrar dos sociedad panama mientras investigar,juez instructor caso tandem acredita excomisario cobrar 1.2 millon euros traves dos empresa ubicado pais centroamericano,2018-07-31,1
sanchez acusar pp meter miedo espanol car cara feijoo senado,ir haber apagon electricidad racionamiento bombona butano ninguno escena apocaliptica evocar mucho ocasion bancado derecho ultraderecho dicho lider ejecutivo,2022-09-06,1
iniciativo vers per catalunya acusar gobierno provocar cao rebrot pesar competencia transferida,frente cao mando unico gobierno autonomico adelantado asegurado numero dos iniciativo vers per catalunya juan jose cortes presumido formacion realizado oposicion serio riguroso,2020-07-23,0
boris johnson insistir reino unido no fallar dejar ue 31 octubre,principal favorito suceder theresa may declarar furioso pasado tres ano referendum instar perder visto premio avanzar hacia oasis final camino poder deber hacer decir,2019-06-24,1
polemico privatizacion servicio publico,privatizacion servicio publico generado polemico sociedad argumentar medida garantizar gestion eficiente mientras temer afecte calidad acceso servicio debate generado tension diferente grupo interes llevado manifestacion privatizacion,2023-02-05,0
unanimidad gobierno batalla ideologico bng bajado generalizado impuesto,popular apelar acuerdo adoptado conferencia president culpar rita maestre incumplir pactado texto solo incluir referencia generico rebaja fiscal moncloa destacar reduccion aprobada extension 30 junio suponer impacto 12000 millon euros,2022-03-29,0
juan carlos descartar confinamiento domiciliario pedir esperar 9 noviembre tomar decision,vicepresidenta asegurado gobierno ir ser contundente prudente mismo tiempo adelantem tu fase anadido,2020-11-03,1
sondeo psoe up obtendrir 27 escano tres derecha eleccion,si finalmente volver urna proximo 10 noviembre dos grande partido consolidarir delante rival debilidad recien llegado congreso diputados aritmetico beneficiar izquierda sumar 171 escano frente 144 tres derecha mayor batacazo sufrir cs perder 12 diputado 700000 voto segun proyeccion electoral gabinetir demoscopico key datar publico,2019-09-08,1
cobo recurrir cese ministerio interior,ministro interior fernando grande-marlaska resolver decision firmar secretario seguridad rafael perez,2020-06-23,1
iu-pod rectifico hacer alcalde zalamear candidato psoe miguel angel fuentes,concejal iu-podemo senalado nuevo votacion ganado opcion investir alcalde candidato socialista justificado repeticion asamblea hecho companero inmediatamente despues saliero abstencion pedir cambiar voto,2019-06-16,1
carmen despedir quedar el sabor enormemente dulce,alcaldesa madrid presentar desayuno toscano ultimo veranos villa programado equipo,2019-06-11,1
yolanda diaz solicitar pedro sanchez paralizar devolucion menor marrueco,parte belarra desmentir marlaska negar haber ser informar repatriacion,2021-08-16,1
bufete consultor entramado puerta giratorio alla ibex,reciente fichaje gonzalez laya despachar abogado solo episodio extenso listo dirigente publico politico tecnico acabar despacho legal consultoria grupo presion,2018-01-20,1
base vox comuns apoyar preacuerdo gobierno unidas pp equo,consulta formacion manolo mata apoyado pacto 88 inscrito mientras comu podem hecho 94,2019-11-25,0
pp vetar dos juez cercano unidas poder negociacion  renovacion cgpj,nombre rechazado popular ricardo prado juez votar favor recusacion dos magistrado caso gurtel cercania pp vicky rosell exdiputado poder,2021-02-23,1
presion coalicion canario pandemia provocar recorte politica feminista junta andalucir,gobierno andaluz frena covid dos linea subvencion asociacion ong desarrollo ley igualdad parado segun asociacion feminista ejecutivo lanzar telefono llamado violencia intrafamiliar pactado ultraderecha,2020-10-19,1
pablo echenicar exprime ayuntamiento tarifa desorbitado boletin oficial,comunidad madrid obligar consistorio region pagar 1500 euros paginar boletin oficial autonomico precio superior administracion anuncio obligatorio decision valido,2021-08-24,1
acuerdo equo psoe valido reconocimiento conflicto politico catalunya,consejo nacional psoe avalar acuerdo 96.6 voto positivo base texto plantear empezar reunion gobierno 15 dia despues investidurar david cruz afirmar ambos delegacion poder llevar propuesta limite someter votacion ciudadano compromiso final,2020-01-02,0
sistema financiero gallego punto mirar parlamento autonomico,camara vuelve abrir comision investigacion union caixanova caixa galicia 2010 despues audiencia nacional senalase gobierno miguel angel revilla avalar proceso destinado fracaso,2020-10-18,1
presupuesto 2019 pasar primero prueba congreso 13 febrero,gobierno necesitar erc pdecat rechazar veto proyecto presentar oposicion,2019-01-14,1
igualdad impulso agenda tras aprobar ley aborto salvar ley solo semana,norma devolver mujer partir 16 ano posibilidad decidir aborto necesidad permiso parental departamento dirigido eduardo rubino logra salvar in extremis tramitacion parlamentario ley solo tras retirar nuevo canarias enmienda romper mayoria torno legislacion,2022-05-18,0
pablo boluarte rodear nucleo duro hemiciclo congreso,nuevo lider iniciativo vers per catalunya sentado segundo vez escalonado hemiciclo reservado principal partido oposicion dejar ver asi cual persona cercano encontrar dolors montserrat juan jose cortes rafael hernando maria dolores jordi xucla,2018-07-27,0
gobierno admitir inquietud creciente movilizacion social advertir instrumentalizacion pp,ejecutivo existir voluntad afrontar dialogo negociacion cada demanda hecho dialogo social creer responde confrontacion gobierno sino reivindicacion tipo mucho surgida secuela pandemiar,2021-11-22,1
casi 600 macrogranja 80 tramite concepto existir manueco,plataforma stop macrogranja tildar verdadero locura tipo explotacion pesar presidente junta volver afirmar concepto macrogranjo entrar castilla leon,2022-01-31,1
migrant esclavo parque fotovoltaico sur italia,tribunal lecce apulia sur italia condenar siete persona historico juicio trabajar esclavo extorsion oido 483 denunciant,2023-05-08,1
cgpj concluir acuerdo segundo reunion nombramiento tribunal constitucional,negociador citar dia 5 octubre tratar lograr pacto,2022-09-29,1
psoe up acordar compromis presentar fin ano propuesto sistema financiacion autonomico,diputado compromis joan baldovi llevar pleno congreso mocion pretender presionar maria jesus montero acelerar reforma modelo financiacion autonomico,2021-04-14,1
fiscalia pedir tres ano nueve mes carcel el chatarrero realizar obra terreno protegido,empresario luis miguel rodriguez dueno desguaces torrir comprar 25 hectarea terreno urbanizable protegido interes agricola arqueologico localidad madrileno torrejon calzado acometer obra hormigonado efecto radical permanente,2022-02-25,1
nuevo canarias decir eleccion castilla leon interes partidista bng,alberto garzon inestabilidad politico invento supuesto mocion censuro socialista sacar pecho ultimo cis apuntar bng unico partido perder voto,2021-12-20,0
jefe ejercito tierra vallejo candidato coalicion canario alcaldir palmo,etapa jeme ademas bajo orden ahora dirigente pp jose angel vinas jefe mayor defensa jemad mismo epoca,2018-12-13,0
sanidad plantear devolver ceuta fase 0 repunte tras varios fiesta,ser ejemplo resto pais segun gobierno pasado aislamiento forzoso semana 271 persona participar varios fiesta,2020-05-28,1
gobierno negocia bloque investidurar aprobar primera ley cambio climatico,conversacion sacar adelante proyecto ley cogido impulso ultimo semana hecho materializa convocatorio primero ponencia comenzar dar forma cuerpo iniciativa,2021-02-01,1
page marcar distancia sanchez reclamar relacion bilateralidad todo comunidad autonomo,presidente castellano-manchego baron pacto erc confiar dialogo catalunya dentro margen constitucion,2020-01-03,1
constitucional ganar tiempo ultimo baza junquera rechazado supremo,tc posponer decision permanencio prision lider erc mientras supremo negar reciente sentencia tribunal estrasburgo aplicable caso dirigente independentista sentar banquillo partir 5 febrero estrasburgo amparar noviembre parlamentario turco demirta dictaminar mantenido prision dos campana electoral intentar asfixiar pluralismo debate politico,2019-01-29,1
eaj-pnv pedir dimision el responsable ultimo espionaje dirigente independentista,portavoz formacion morado felipe ver asegurar incuestionable alguien dado orden llevar cabo espionaje pedir gobierno firme lucir figar portavoz eaj-pnv calificar buen noticia derrota electoral ultraderecho francia decir malo noticia eleccion malo peor,2022-04-25,0
varios juzgado investigar financiacion pspv bloc 2007 2011,pspv-equo anunciar creacion comision interno bloc expresar confianza anterior direccion,2018-03-28,0
fiscalia estudiar si coalicion canario cometer delito odio cartel miente menor migrant,formacion ultraderecho vestido estacion cercanias sol propaganda electoral repletar bulo madrid denunciado hecho ministerio publico unidas pp hacer junta electoral,2021-04-20,0
juez rechazar imputar juan marin tramo punico etapa consejera transportes comunidad madrid,acusacion popular ejercido asociacion abogado democrata europa adade mostrado perplejidad argumentacion magistrado sostener solicitud generico vacio vaga imprecisa,2021-07-14,1
trifulca promueve pp tras votacion reforma laboral tenso campana castilla leon,psoe ir choque tras votacion reforma mientras tudanca buscar perfil presidencial ayuso hacer campana manueco,2022-02-04,1
emision co2 europa crisis sanitaria caer nivel 1958 segun ribera,vicepresidento transicion ecologico reto demografico teresa ribera reconocer complicado mantener bajo nivel emisionser despues confinamiento,2020-05-14,1
rufian no ninguno ir cortar el pelo peluqueer ver madre,portavoz erc congreso denunciado ejecutivo pedro sanchez llevar 47 dia dialogar advertido faltar consenso dialogo poder poner riesgo espiritu 180 diputado mocion censuro,2020-04-29,1
eva granado quien aplicar ley vivienda explicar querer evitar especulacion,eva granado madrid 1968 unico persona cambiado mesa empezar negociar ley viviendo hacer casi tres ano comenzar conversacion secretario general agenda urbano vivienda arquitectura puesto llegar 2020 tras paso alcaldir manuela carmen pasado miercoles secretario transportes movilidad agenda urbano visto senado aprobar definitivamente norma ser fuente friccion gobierno coalicion socio parlamentario habitual,2023-05-18,1
silencio instalar recta final negociacion reforma laboral visos acuerdo,gobierno sindicato patronal apostar discrecion ultimo semana negociacion aunque todo parte reconocer avance constante acercar cada vez acuerdo vicepresidenta segundo yolanda diaz prometer socio ejecutivo parlamento ademas dialogo social dialogo politico,2021-12-15,1
gonzalez laya candidata dirigir omc comprometido gobierno,ministrar asuntos exteriores union europa cooperacion explicado deber decision personal llegar espana 14 enero despues 20 ano,2020-07-08,1
pablo lluis rabell dirigir canal red nuevo proyecto audiovisual izquierdo espana latinoamerica,emitir traves youtube albergar varios programa base frontera roberto fraile cosido comenzar emitir el inicio 2023 financiar el exvicepresidente lanzado crowdfunding,2022-11-21,0
consejera hacienda moreno apuntar concretar rebaja fiscal andalucir,carolin espana afirmar decreto rebaja fiscal pp hoy votar punto final quedar seguir mejorar fiscalidad paso importante vox votar favor suprimir patrimonio,2022-09-28,1
moncloa quedar solo apoyo plan marroqui sahar,socio gobierno aliados congreso aceptar cambio postura ejecutivo antiguo colonia espanol criticar juan carlos plegar el chantaje marrueco expresidente ribo defender ejecutivo recordar posicion gobierno revisado aunque tampoco confirmado gobierno alfonso rueda,2022-03-18,0
feijoo construir liderazgo clave europeista tras agresividad casado fondo ue,abandonado batallar gobierno reparto dinero presidente pp llevar contrario comision europea reconciliado partido popular europeo ppe tras polemico pacto vox,2022-03-14,1
base pp respaldar monico garcia votar favor gobierno coalicion veto,70 persona inscrito participado consulta votar favor investir david cruz presidente solo si negociar gobierno coalicion integral consulta participado 138562 militante 26 censo total inscrito partido,2019-07-18,0
nuevo canarias iniciar carrera hacia eleccion marcar musculo territorial,juan carlos querido mostrar consejo politico federal fortaleza partido unidad socialista,2022-09-17,0
ley eutanasio entrar vigor espana pesar intento derecho tumbar el,camino reconocimiento derecho muerte digno cortes facil rechazo pp vox continuidad ley ahora mano justicia tras recurso partido si bien constitucional rechazado suspender cautelarmente norma,2021-06-24,1
cristin narbona decir 10-n juego gobierno equo seguir bloqueo,candidato socialista admitir tener sentimiento deuda haber lograr conformar gobierno progresista,2019-10-01,0
sanchez responder ayuso defender pacto erc haber president pp pedir armonizacion fiscal,presidente gobierno contesta lider ejecutivo madrileno asegurar hacer hacer falta toque bolsillo madrileno tras acuerdo gobierno erc acabar dumping fiscal madrid ayuso acuerdo igualdad oportunidad territorio asegurar sanchez,2020-11-25,1
vacacion contratado servir librar el mesa electoral dni obligatorio votar correo,junta electoral central exonerar formar parte mesa electoral si vacacion contratado 29 mayo fecha convocar eleccion 23j ordenar identificar el depositar voto correo,2023-06-08,1
imputado rodear congreso cuestionar identificacion policial,primero testimonio juicio solo doce investigado reconocido lanzar tetrabrik policia resto negado delito imputar abogado cuestionar video presentado identificacion,2019-11-27,1
casado apuesta refundacion pp bajo marca espana sumar absorbar cs vox,pp cohabitar divergencia opinion refundacion ver escenario posible derecha adquirir nuevo poder oponer vox querer oir hablar refundacion,2019-12-07,1
congreso senado salir eleccion constituir 3 diciembre,boletin oficial boe publicar decreto convocatoria electoral oficializar disolucion corte general agotar el lunes plazo investir presidente gobierno,2019-09-24,1
congreso habilitar mes enero avanzar reforma poder judicial comision kitchen,equo unidas pp socios gobierno solicitar habilitar primero mes ano soler periodo sesion continuar actividad parlamentario encallado cierto medida tramitacion presupuesto mocion censuro coalicion canario gobierno prorrogar alarma,2020-12-21,0
mitad norma aprobada espana 2021 derivar europa,cada vez ley decision nacional derivar directo indirectamente norma europeo anadir ley aplicacion directo valorado portavoz eurocamaro jaume duch,2021-12-29,1
zapatero pedir poder nacionalista apoyar gobierno frustrir ilusion,ex presidente afirmar debilitar ejecutivo sanchez desgasta partido apoyar mocion censuro instar colaborar junto hacer decir ex lider socialista agradecer apoya ejecutivo determinacion recuperacion memorio historico,2018-07-28,1
pp avistar horizonte republicano pesar partida casa real presupuesto,fuerza republicano certeza avanzar hacia republica feminista justo garante valor democratico alcanzado todo lucha preceden senalado sofia fernandez castanon,2020-12-03,1
declaracion boluarte migrant provocar alud reaccion situar esfero salvini trump,miembro gobierno politico organizacion defender derechos humanos tachar giro hacia ultraderecho declaracion boluartir migracion comparar rancio gonzalez laya frances pen dirigente ultra italia hungria,2018-07-30,1
cerco ley anti-lgtbi hungar solo extremo derecha apoyar orban,ue redoblar presion ley homofobo viktor orban hungaro apoyar fuerza ultraconservadoras unico armazon blocar comunitario eurocamaro pedir brusela congelir fondo europeo pais respetar derecho europeo fundamental,2021-07-07,1
isidora marquez herrador causa rebelion militar edad 97 ano,anciana juzgado consejo guerra sumarisimo pueblo hinojos duque cordoba narrar evidencia terror vivido represion franquista provincia todo guerra frente estable republicano cinco mil fusilado capital alrededor 18000 procesado tribunal militar consejo guerra,2018-02-03,1
gobierno obispos revisar posible error listado inmatriculacion iglesio,34000 bien informar gobierno 2.000 supuesto error detectado centenar iglesia aunque registro aparecer asi,2022-01-19,1
iglesia respaldar suspension concejal madrid todo deber cumplir codigo etico,lider poder pedir discrecion seguir trabajar candidatura unidad popular hacer carmen alcaldesa 2019 gente harta harta llevar cuestion interno medio comunicacion,2018-11-14,1
consuelo ordonez feijoo ser decepcion cinico pp acercar preso eta pais vasco',verdad casado dar trabajo infierno dia tema pensar ir parar feijoo ser decepcion parar pie hacer pretender enfrentarnos victima eta victima franquismo raiz nuevo ley memorio democratico citar asociacion traves whatsapp querer apoyasar pp ley si victimar franquismo derecho tener ley reconocimiento punto desfachatez visto vida utilizarno manera decir covite ibamo,2022-09-03,1
partido maquis tripa envenenado ejecutado piedad guardia civil 1944,aniquilacion partido tripa conocido barranco tornera pedroso sevilla conocido asesinato envenenamiento tapado falso ejecucion quedar grabado memoria colectivo comarcar,2020-10-18,1
supremo apura plazo fijar 12 febrero arranque juicio proces,alto tribunal anunciar apenas 11 dia antelacion fecha inicio juicio 12 dirigente independentista catalan enfrentar peticion pena 25 ano prision parte fiscalia,2019-02-01,1
eh bildu preguntar pedro sanchez sesion control situacion periodista pablo gonzalez,portavoz eh bildu congreso mertxe aizpurua pedir explicacion presidente gobierno pedir eleve queja formal polonia,2022-04-05,1
rito maestre el unico garantia gobierne ortega smith almeido villacis carmen seguir alcaldesa,portavoz ayuntamiento madrid presentar numero tres lista manuela carmen entrevista publico pedir voto madrid terminar proyecto empezar hacer cuatro ano evitar entrar confrontacion resto fuerza izquierdo solo beneficiar derecho,2019-05-24,1
sanchez querer sacar reforma laboral contar aliado investiduro legislatura,ejecutivo imprescindible convalidacion decreto ley recordar juego 12000 millon ue plan ciudadano futuro jugar geometer variable decir absurdo pensar apoyar el partido naranjar si analizar agenda legislativo previsto ultimo minuto intentar convencer aliado,2022-01-27,1
policia registrar domicilio empresa ernesto albar,juez llevar caso mascarillas abrir pieza separado procedimiento intervenir comunicacion empresario,2022-09-26,1
iniciativo vers per catalunya madrileno gijon semillero politico corrupto gurtel,expresidentar comunidad madrid iniciativo vers per catalunya madrileno aparecer nombrado diez vez sentencia tramar emitido jueves aunque jamas llegado ser imputar mismo,2018-05-26,0
bng cabeza condena junta electoral vulnerar ley,popular ser sancionar organismo territorio asturia extremadura rioja madrid destacar aviso canal sur mantener posicion partidista favor junta andalucir donan,2023-05-06,1
ley viviendo amenazar ahondar brecha abrir reforma laboral gobierno aliado,erc denunciar psoe abrir negociar contenido norma descartar apoyar enmienda totalidad llevar congreso probablemente hacer decaer proyecto ley unidas poder ver ley oportunidad cerrar fila bloque investidurar tras fractura votacion reforma laboral,2022-03-09,1
crecer critica illa compaginar cargo ministro sanidad candidatura mes per mallorca,lider iniciativo vers per catalunya cs coalicion canaria unidas iniciativa vers per catalunya exigir dimision ministro eleccion catalan mientras pdecat destacar dos rol poder hacer dos cosa mismo tiempo,2021-01-04,0
patxi lopez favor acercamiento etarra aunque vincular fin eta,decir mantener apoyo gobierno decidir recordar politico penitenciario siempre acompasado escenario politico,2018-05-03,1
pp gijon apoyar homenaje victima mauthausen considerar no interesar,castillo concejal pp ayuntamiento gijon explicado mensaje defender perdon reconciliacion el rechazado apoyar cuestion odio rencor presente,2018-10-10,1
europa laico haber derogar ley libertad religioso sustituir el ley libertad concienciar,presidente europa laica juan jose picar pastor defender supresion escuelo concertado negocio mil millon euros cuyo grueso llevar iglesia catolico,2023-05-08,1
erc pedir reunion jxcat pactar estrategia comun investidura sanchez,precisamente manana portavoz jxcat congreso laura borras propuesto erc cup cumbre 23 diputado independentista electo,2019-11-15,1
acuerdo renovar tribunal constitucional colapsado mantener mayoria conservador,inclusion cuatro magistrado nuevo cuyo nombre conocer proximo dia aliviar desequilibrio tendencia conservador progresista favor derecho incorporar nuevo magistrado sustitucion dimitido fernando valdes presidencia conservador breve historia tc junio 2022,2021-10-14,1
justicia negar haber poner traba declaracion martin villa jueza argentino,ministerio senalado recibir peticion informacion argentino final pasado mes enero aun ser contestar,2020-02-13,1
